gene	score	normalized_score
DBT	10.636683036000244	100.0
ZBTB20	10.636041187000243	99.99396570342626
NDUFAF6	10.635399338000243	99.98793140685252
ERCC3	10.634757489000242	99.98189711027878
NDUFS3	10.63411564000024	99.97586281370504
NDUFS7	10.63347379100024	99.9698285171313
BTNL2	10.632831942000239	99.96379422055756
TRPV3	10.61060974200024	99.75487382756675
ASL	10.609967893000238	99.74883953099301
MANBA	10.609326044000237	99.74280523441927
XPC	10.608684195000237	99.73677093784552
ZNF81	10.608042346000236	99.73073664127179
HPSE2	10.608042346000236	99.73073664127179
MMAA	10.604496246000236	99.69739824068208
NDUFA13	10.603854397000235	99.69136394410833
FAM111A	10.603212548000235	99.68532964753459
DCHS1	10.602570699000234	99.67929535096086
KLHL7	10.560903999000233	99.28756890899602
DRC1	10.560262150000232	99.28153461242229
MCPH1	10.560262150000232	99.28153461242229
MMP1	10.559620301000232	99.27550031584855
PPP3CA	10.556074201000232	99.24216191525885
MLH1	10.555432352000231	99.2361276186851
NDST1	10.551244403000231	99.19675492152166
CALM2	10.55060255400023	99.19072062494791
HGSNAT	10.54996070500023	99.18468632837417
MTM1	10.549318856000228	99.17865203180044
GATAD2B	10.548677007000228	99.1726177352267
BOLA3	10.548677007000228	99.1726177352267
ABCD1	10.548035158000227	99.16658343865295
ALG11	10.547393309000226	99.16054914207922
FSHB	10.546751460000225	99.15451484550547
TREM2	10.546751460000225	99.15451484550547
NEUROD2	10.546109611000224	99.14848054893174
AHI1	10.524191162000223	98.9424158488197
TBL2	10.523549313000222	98.93638155224596
ZSWIM6	10.520003213000223	98.90304315165625
KCNC3	10.509525954000223	98.80454196510648
C1R	10.508884105000222	98.79850766853274
CLN6	10.508242256000221	98.792473371959
ASPM	10.50760040700022	98.78643907538526
GTF2E2	10.50695855800022	98.78040477881152
EIF2B2	10.50695855800022	98.78040477881152
CIT	10.506316709000219	98.77437048223779
ANKLE2	10.505674860000218	98.76833618566404
SPATA5	10.505033011000217	98.7623018890903
WDR4	10.504391162000216	98.75626759251656
KDM6A	10.495875293000216	98.676206271039
BRCA1	10.495233444000215	98.67017197446528
LHX1	10.491687344000216	98.63683357387556
CERT1	10.491045495000215	98.63079927730183
ATP6V1A	10.491045495000215	98.63079927730183
TRDN	10.490403646000214	98.62476498072809
ERCC8	10.489761797000213	98.61873068415434
PPP2R1A	10.489119948000212	98.61269638758061
BMP4	10.488478099000211	98.60666209100687
SALL1	10.48783625000021	98.60062779443312
MGP	10.484290150000211	98.56728939384341
COL5A1	10.48364830100021	98.56125509726968
SORL1	10.475774281000211	98.48722807236587
RFWD3	10.47513243200021	98.48119377579214
TRIP13	10.47513243200021	98.48119377579214
SLC16A1	10.47449058300021	98.47515947921839
DOCK7	10.47449058300021	98.47515947921839
DNAJC19	10.473848734000208	98.46912518264466
NECTIN1	10.473206885000208	98.46309088607092
IRF2BPL	10.472565036000207	98.45705658949717
CYP2R1	10.471923187000206	98.45102229292344
BDNF	10.471923187000206	98.45102229292344
NANS	10.471281338000205	98.4449879963497
CAVIN1	10.470639489000204	98.43895369977595
VIPAS39	10.467093389000205	98.40561529918624
TIMMDC1	10.467093389000205	98.40561529918624
NDUFA1	10.466451540000204	98.3995810026125
LARGE1	10.466451540000204	98.3995810026125
NDUFA2	10.465809691000203	98.39354670603878
SLC33A1	10.465167842000202	98.38751240946503
MID2	10.464525993000201	98.3814781128913
MPC1	10.4638841440002	98.37544381631756
VPS11	10.4632422950002	98.36940951974381
NDUFB11	10.4596961950002	98.3360711191541
PHOX2B	10.4511803260002	98.25600979767655
PUM1	10.4469923770002	98.21663710051311
LNPK	10.446350528000199	98.21060280393937
PROKR2	10.446350528000199	98.21060280393937
ATP13A2	10.364384779000199	97.44000779116533
CCR1	10.363742930000198	97.43397349459158
FUCA1	10.363101081000197	97.42793919801785
SLC6A8	10.362459232000196	97.42190490144411
ITCH	10.358271283000196	97.38253220428066
NAXE	10.316604583000196	96.99080576231583
PAX2	10.315962734000195	96.98477146574209
DNAAF5	10.315320885000194	96.97873716916835
DOLK	10.315320885000194	96.97873716916835
CLIC2	10.314679036000193	96.97270287259462
CHRNB2	10.314037187000192	96.96666857602088
RAB18	10.313395338000191	96.96063427944713
PYCR2	10.31275348900019	96.9545999828734
EMG1	10.31211164000019	96.94856568629966
SUFU	10.311469791000189	96.94253138972591
HSPD1	10.252953922000188	96.39239871394766
ALG9	10.252312073000187	96.38636441737391
PPP2CA	10.251670224000186	96.38033012080017
RSPH9	10.251028375000185	96.37429582422644
ATXN2	10.251028375000185	96.37429582422644
SMPD1	10.247482275000186	96.34095742363672
SNORD115-1	10.243936175000186	96.30761902304702
SHPK	10.243294326000186	96.30158472647328
TOMM40	10.243294326000186	96.30158472647328
TRAF7	10.242652477000185	96.29555042989955
CSPP1	10.242010628000184	96.2895161333258
TUBB2B	10.241368779000183	96.28348183675206
LONP1	10.115726930000182	95.10226915442655
INPP5K	10.115085081000181	95.0962348578528
PGK1	10.11444323200018	95.09020056127908
PMM2	10.11380138300018	95.08416626470535
CACNB4	10.113159534000179	95.0781319681316
COA8	10.113159534000179	95.0781319681316
GNAQ	10.112517685000178	95.07209767155786
IL23R	10.111875836000177	95.06606337498413
QARS1	10.111233987000176	95.06002907841038
CACNA1B	10.111233987000176	95.06002907841038
CLPB	10.110592138000175	95.05399478183664
IYD	10.109950289000174	95.0479604852629
BIRC3	10.106404189000175	95.01462208467319
ABCA12	10.102858089000176	94.98128368408348
SNTA1	10.094984069000176	94.90725665917967
MEFV	10.094342220000176	94.90122236260594
KPTN	10.090154271000175	94.86184966544249
FH	10.089512422000174	94.85581536886875
ANTXR1	10.089512422000174	94.85581536886875
GLRA1	10.088870573000174	94.849781072295
SPRY4	10.088228724000173	94.84374677572127
DYNC1H1	10.087586875000172	94.83771247914753
RPS6KA3	10.087586875000172	94.83771247914753
ZNF711	10.086945026000171	94.83167818257378
DPAGT1	10.086945026000171	94.83167818257378
NLGN4X	10.08630317700017	94.82564388600005
HYMAI	10.08566132800017	94.8196095894263
DEPDC5	10.08566132800017	94.8196095894263
MMACHC	10.08566132800017	94.8196095894263
SPP1	10.085019479000168	94.81357529285258
EXOSC3	10.084377630000168	94.80754099627883
COX2	10.083735781000167	94.8015066997051
