gene	score	normalized_score
MED13L	330.7548010550042	100.0
NALCN	330.7528672140042	99.99941532488906
PCCA	330.7425576130042	99.99629833279488
NIPAL4	330.7302248520042	99.9925696609931
LIPT2	330.7294248520042	99.99232778997641
CYBC1	330.7294248520042	99.99232778997641
GLE1	330.7294248520042	99.99232778997641
CEBPE	330.7228660020042	99.9903447953293
CHMP4B	330.7228660020042	99.9903447953293
GIGYF2	330.7228660020042	99.9903447953293
TCF3	330.7190781220042	99.98919957234604
CFH	330.6774114220042	99.97660211348311
NF2	330.6729069220042	99.97524022848987
CHEK2	326.02499164200424	98.56999523577184
DSP	325.26749721200434	98.34097530088843
DRAM2	325.26749721200434	98.34097530088843
PYROXD1	325.26749721200434	98.34097530088843
SQSTM1	325.26749721200434	98.34097530088843
NUP107	325.15876366200433	98.30810093303249
TMEM260	325.14150069100435	98.30288166759932
NDUFA1	325.13608040100434	98.30124290378313
TRNE	325.12118858000434	98.29674052892645
KIFBP	325.1183299700043	98.29587626029273
MIR204	325.1176445690043	98.29566903699686
TBX19	325.1176445690043	98.29566903699686
RUBCN	325.1176445690043	98.29566903699686
SLC7A9	325.1176445690043	98.29566903699686
TPRN	325.1173357360043	98.29557566480725
REEP1	325.09276931600425	98.28814828358053
RPS6KA3	325.09276931600425	98.28814828358053
EWSR1	324.98074278900424	98.25427832110599
SLC25A15	324.6168585690043	98.14426201330359
RNF213	324.5787273080043	98.13273345472231
SIK3	324.5787273080043	98.13273345472231
ALOX5AP	324.5780419070043	98.13252623142644
PAX6	324.5780419070043	98.13252623142644
PCBD1	324.50104475400434	98.10924700683034
ELOVL4	324.50104475400434	98.10924700683034
SEPSECS	324.49911091300436	98.10866233171942
NEBL	324.49842551200436	98.10845510842354
IL17RC	324.49711489200433	98.10805885718369
RUSC2	324.49711489200433	98.10805885718369
CCNO	324.49642949100433	98.10785163388782
WRN	324.49310723100433	98.10684718588301
TBX6	323.1299144010043	97.69470114124455
CLCF1	323.0723386410043	97.67729375673603
TECTA	323.0696359410043	97.6764766257401
CHUK	323.0683253210043	97.67608037450024
RAD51	323.0683253210043	97.67608037450024
TENM3	322.9135031100043	97.62927161752796
FLCN	322.9128177090043	97.62906439423209
GNAT2	319.21793142800425	96.51195701764543
ALKBH8	319.21793142800425	96.51195701764543
CTSC	319.21724602700425	96.51174979434954
BIN1	319.1854920270043	96.50214932902034
ITPA	319.1470750270043	96.49053438046103
KISS1R	319.1448416360043	96.48985913977128
ITGA2B	319.1208037160043	96.48259154458496
HNF1B	319.10562551500425	96.47800258595107
ZFYVE26	318.9162504140042	96.42074715068723
ZMYND11	318.9162504140042	96.42074715068723
BMP2	318.9144182230042	96.42019320831236
DAB1	318.88529090200416	96.41138688988337
ISCA2	318.88398028200413	96.41099063864354
PPP1R15B	318.88398028200413	96.41099063864354
MAGED2	318.8751129020041	96.40830968587377
UROS	318.86723888200413	96.40592906434541
NFKB1	318.8663985460041	96.40567499819208
COCH	318.7982292560041	96.38506477884452
KIF21A	318.2969186360041	96.23349914218528
UNC119	318.2969186360041	96.23349914218528
CD3D	318.2969186360041	96.23349914218528
CCR1	318.2969186360041	96.23349914218528
COX6B1	318.2890511160041	96.23112048585894
GRIP1	318.28705509500406	96.23051701132322
TRNT	318.28373283500406	96.22951256331841
FLII	318.2765899750041	96.22735299980573
DBT	318.2713338740041	96.22576387669
KDSR	318.2592205310041	96.22210154345663
ZC3H14	318.247370371004	96.21851878064797
ATL3	318.245538180004	96.21796483827309
GHRL	318.245538180004	96.21796483827309
RGS9BP	318.245538180004	96.21796483827309
TRPV3	318.245538180004	96.21796483827309
FTO	318.20328047000396	96.2051886941732
GRXCR2	318.20128444900394	96.2045852196375
PCK1	318.1867916490039	96.20020348429948
SYN2	318.1861062480039	96.19999626100359
TNF	318.1861062480039	96.19999626100359
PML	318.1816017480039	96.19863437601036
ZBTB20	318.1778138680039	96.19748915302708
DCTN4	318.1694409180039	96.19495768561576
ALDH1A3	318.1694409180039	96.19495768561576
GTF2IRD1	318.1694409180039	96.19495768561576
EPCAM	318.1600995180039	96.19213341822186
DIABLO	317.7725835580039	96.07497231919504
CYP2R1	317.77127293800385	96.07457606795519
SH2B1	317.77127293800385	96.07457606795519
GPD1	317.7666363970039	96.07317426184832
WDR62	317.7666363970039	96.07317426184832
HNMT	317.7659509960039	96.07296703855245
ENG	317.7641188050039	96.07241309617757
IL17RA	316.95676010500387	95.82831725919355
APOL4	316.95676010500387	95.82831725919355
PDSS2	316.95676010500387	95.82831725919355
TMEM216	316.92218360500385	95.81786344268363
UCP2	316.7646413140039	95.77023230006758
ARHGEF6	316.7523085530039	95.7665036282658
MED17	316.6935423520039	95.74873632728858
NDUFAF1	316.6928569510039	95.74852910399272
AKT2	316.6752624300039	95.74320959814008
GJB2	316.6752624300039	95.74320959814008
COL17A1	316.58877805000384	95.71706201699412
PTH1R	316.58877805000384	95.71706201699412
CORO1A	316.14076454000383	95.58161016306154
CDSN	316.14007913900383	95.58140293976565
FBN1	316.14007913900383	95.58140293976565
MYMK	316.1078725990038	95.57166565404908
MTO1	316.1056392080038	95.57099041335934
PTEN	316.1049538070038	95.57078319006348
UFC1	313.8299287660039	94.88295491554007
TTI2	313.8287819760039	94.88260819646106
TRIM8	313.8200913750039	94.87998069083689
MOCS1	313.81815753400394	94.87939601572596
CYP26B1	313.81815753400394	94.87939601572596
CST3	313.81815753400394	94.87939601572596
ACO2	313.81815753400394	94.87939601572596
PDHA1	313.81559847400393	94.87862231267104
PGAP2	313.80457498300393	94.87528948395175
WAC	313.8030895820039	94.8748403896392
B3GALT6	313.79904512100387	94.87361759227176
ERCC8	313.7380322040039	94.85517102194069
CACNA1S	313.7312224540039	94.85311217049596
REEP2	313.6365254740039	94.82448160196063
ND3	313.6365254740039	94.82448160196063
LPIN1	313.5913306530039	94.8108174553312
ADH1B	313.5913306530039	94.8108174553312
CACNA2D4	313.5910218200039	94.8107240831416
P2RX2	313.5897733800039	94.81034663132652
USH2A	313.5657175800039	94.80307363032297
ARHGEF9	313.53680941000385	94.79433356973797
IDH2	313.53680941000385	94.79433356973797
CRYGS	312.76881660900386	94.56213957027059
LIPC	312.76726861900386	94.56167155287672
CDH3	312.76726861900386	94.56167155287672
NAT8L	312.7660201790039	94.56129410106165
BBS7	312.7644667220039	94.56082443078172
BGN	312.76366672200385	94.56058255976504
PTPN11	312.7008175720038	94.54158082500577
TRRAP	310.6598024810038	93.9245028311294
ERLIN2	310.65404358000376	93.92276169207966
HARS2	310.6500924400038	93.92156710926865
KIAA0586	310.64878182000376	93.92117085802882
CBX2	310.6468479790038	93.92058618291787
ALB	310.6468479790038	93.92058618291787
MANBA	310.6389739590038	93.91820556138953
PPP2R1B	310.6370271690038	93.91761697129384
STRADA	310.5814715690038	93.90082035947664
HTRA2	310.5716637080038	93.89785506283734
ROM1	310.5688050980038	93.89699079420363
ST3GAL3	310.56262422800376	93.89512207756509
MPDZ	310.56079203700375	93.89456813519021
HARS1	310.55708618700373	93.8934477130563
COL4A6	310.5534275770037	93.8923415734059
