gene	score	normalized_score
FSHR	691.4667169999685	100.0
TRAPPC12	691.4662332069686	99.999930033798
POLE	691.4497677779686	99.99754880147039
GUCY2C	691.4491259289687	99.99745597719061
NODAL	691.4491259289687	99.99745597719061
SCN5A	691.3654716399686	99.98535788382713
SRD5A3	691.3568932809686	99.98411728051404
HMGCS2	691.2897214689687	99.974402884962
SMG9	691.2845751199686	99.97365861934901
MTMR2	691.2432504209687	99.96768223639609
KCNQ2	691.2432504209687	99.96768223639609
RPL35	690.9829681029685	99.93004017617812
EIF2B5	690.9829681029685	99.93004017617812
CAD	690.9544905439685	99.9259217481613
EPHA2	690.9286495339685	99.9221846181788
POLG	690.6648869839685	99.88403924638935
TAB2	689.2524635139688	99.6797743938267
HLA-DQB1	689.2507714639688	99.67952968935165
ASXL1	689.1728214259688	99.6682565454557
IL21R	689.1232673439689	99.6610900281409
NT5E	689.1232673439689	99.6610900281409
MAT2A	689.1232673439689	99.6610900281409
BTRC	689.0507641639688	99.65060460950575
ALMS1	689.0275083639688	99.64724135290523
RORC	688.8936885449688	99.62788831454344
MASP1	688.8936885449688	99.62788831454344
TBCK	688.8115160699688	99.61600452129935
ASCL1	688.7940721009688	99.61348177239891
SPATA7	688.7888674249689	99.61272907152814
WRN	688.665981155969	99.5949572444859
RPS20	688.652128675969	99.59295389715777
SLC6A19	688.5894887569691	99.58389490451793
AP4M1	688.576134775969	99.58196365017528
GAL	688.466036656969	99.56604124692821
PARS2	688.438258856969	99.56202401814235
XK	688.3578912989692	99.55040125221248
TEK	688.3392163689691	99.54770048158377
VPS53	688.034489298969	99.50363081597176
GPIHBP1	688.026653209969	99.5024975598356
DPYD	687.826653209969	99.47357353571658
HADHA	687.7837551119688	99.46736960761051
KIF15	686.8600742429688	99.33378676894439
PRKACA	686.1038348739688	99.22441934020088
NEK8	686.1038348739688	99.22441934020088
SLC16A12	686.1038348739688	99.22441934020088
HSD17B10	686.0944128639688	99.22305672797843
PRKCH	686.0645668579688	99.21874039499143
WDPCP	686.0566303479687	99.21759261595811
GCH1	685.9655988079687	99.20442762366535
LMF1	685.5277477039687	99.14110554420219
IGHM	685.5272639109687	99.14103557800019
SLCO1B1	685.5024394309687	99.13744545870888
HNRNPDL	685.4987629609687	99.13691376717412
FOXP1	685.4942209609688	99.1362569025864
GAA	685.3069934809688	99.10918004185008
ATXN7	685.2989310509688	99.10801405225119
MSR1	684.7658171409687	99.03091505429607
TUBB4A	684.7658171409687	99.03091505429607
CHMP2B	684.1911699719686	98.94780951141568
PMM2	683.7868718679686	98.88933987085883
B3GALT6	683.3747195089686	98.82973434699673
GDNF	683.3288780689687	98.8231047524157
NAA10	683.2493638829687	98.81160540124738
CPLX1	682.5084556709689	98.7044551662781
GPR143	682.104452131969	98.6460281257471
ST3GAL3	680.5787982219688	98.42538787329654
DDOST	680.4341576919688	98.40446994240503
HPSE2	680.4158510129688	98.40182242828034
CLCN1	680.4158510129688	98.40182242828034
BUB1B	680.4158510129688	98.40182242828034
TRIO	680.3818582249688	98.39690638718042
EXT2	680.0951618659687	98.35544432516767
DNMT1	680.0681409369687	98.3515365551571
FOXH1	679.9249665969688	98.33083066484019
CLTC	679.8419566379688	98.31882575455903
KCNJ13	679.7903139499689	98.31135718279262
EPM2A	678.1563528409689	98.07505353016141
POMGNT1	676.7939100809689	97.87801689390636
TAPBP	673.8518327419688	97.4525333143402
DLL3	673.8268327419688	97.44891781132533
SYP	673.8268327419688	97.44891781132533
TRNN	673.8021044429689	97.44534160174186
VPS37A	673.713075173969	97.4324661781226
AGL	673.5890602539689	97.4145311254366
ATP1A1	673.5783066539689	97.41297593850776
IDH3B	673.5329782139688	97.40642053404856
FGB	673.3543548139688	97.38058799639947
PMPCA	673.3543548139688	97.38058799639947
RELA	673.2243003629688	97.36177950601193
APOA5	673.2180032639689	97.36086881879515
CDKN2B	673.2180032639689	97.36086881879515
PCK2	673.2092313339689	97.3596002212207
LAMP2	673.2092313339689	97.3596002212207
MYH14	673.181959503969	97.35565616587726
TFG	673.171858684969	97.35419538421539
CPT1A	673.0913562149691	97.3425531072958
SDHD	673.0704054749691	97.33952320875045
GABRB3	672.0212481759692	97.1877939536459
MAGED2	671.0103526069691	97.04159811454811
IMPG2	671.0024785869691	97.04045937282613
SLC30A8	670.078480356969	96.9068306373739
CHD3	670.078480356969	96.9068306373739
IL7	670.0191796869689	96.89825456732711
CRB1	670.0191796869689	96.89825456732711
HLA-G	668.4863479179688	96.6765762520424
DDB2	668.4863479179688	96.6765762520424
ALB	668.339116128969	96.65528357296182
ACD	668.3312421089689	96.65414483123985
FLCN	668.319476168969	96.65244323957815
IGHMBP2	668.298129912969	96.64935614146117
CHI3L1	668.2601486229689	96.643863282721
WFS1	668.2601486229689	96.643863282721
CRBN	668.1104964229688	96.62222056350967
PLEKHM1	668.055286663969	96.61423612150509
STAG2	667.804165583969	96.57791896063155
PDXK	667.7804820249692	96.57449384147286
DHCR7	667.7749749849692	96.57369741268394
A2M	667.7028312559693	96.5632639778958
TGIF1	667.7028312559693	96.5632639778958
CTC1	667.6181292469693	96.55101436313957
PIGM	667.1588680079693	96.48459594737076
RUBCN	667.1234222389694	96.47946977598342
SCYL1	667.0337352199695	96.46649922847983
RIT1	666.8869807999696	96.44527558656159
ACE	666.8743284599695	96.44344580362498
AASS	666.8743284599695	96.44344580362498
POGZ	666.8460411109696	96.4393548838013
ATF6	666.6691456069696	96.41377223468008
COG7	665.8052902069694	96.28884136255537
MED23	665.7971900579695	96.28766991803018
SMARCAL1	665.7467715279696	96.28037838414136
CHAMP1	665.6883223479696	96.27192545668107
TFRC	665.6681192179694	96.26900367758405
MECP2	665.6570081179694	96.26739678896212
MAP3K1	664.2522980999698	96.06424745675794
DRD2	664.2515883769698	96.06414481653208
KIDINS220	663.8407543369698	96.00472994812273
