gene	score	normalized_score
SNX10	58.22975141799694	100.0
EPHA4	58.22975141799694	100.0
THRB	58.22975141799694	100.0
EPRS1	58.22975141799694	100.0
SH2B3	58.225101907996944	99.99201523295778
HBG1	58.224720809996946	99.99136075995949
LAMTOR2	58.224720809996946	99.99136075995949
PURA	58.224720809996946	99.99136075995949
GABRB3	58.21677103999695	99.97770834035198
DNAH1	57.75110257999696	99.17799951683797
SCN9A	57.75110257999696	99.17799951683797
RGR	57.23210451699697	98.28670589053617
DENND5A	57.22974044699697	98.28264598998288
POLA1	57.22909859799697	98.28154372012192
HOXB1	57.22777134799698	98.2792643870187
IVD	57.225350037996975	98.27510618620032
NFE2L2	57.22402278799698	98.2728268530971
RTN2	57.22333738699698	98.27164978985485
LPAR6	57.22333738699698	98.27164978985485
CXORF56	57.22333738699698	98.27164978985485
MAT2A	57.20732320599698	98.24414807361867
KRIT1	57.20732320599698	98.24414807361867
POMT1	57.20668135699698	98.2430458037577
MPDZ	57.205354106996985	98.24076647065448
WNT10A	57.20471225799699	98.23966420079351
STAG2	57.20471225799699	98.23966420079351
ACD	57.166240347997	98.1735950367268
MYRF	57.165554946997	98.17241797348456
TBX1	57.164913097997	98.17131570362359
INPPL1	57.151733897997005	98.14868259996254
PROS1	57.148455207997	98.14305199031686
CCDC40	57.148455207997	98.14305199031686
MS4A1	57.148455207997	98.14305199031686
KLHL9	57.148455207997	98.14305199031686
HEPHL1	57.148455207997	98.14305199031686
PPP1R17	57.147769806997005	98.1418749270746
DDRGK1	57.147769806997005	98.1418749270746
UBAP1	57.147769806997005	98.1418749270746
SLC19A3	57.147769806997005	98.1418749270746
DYNC2H1	57.11599164699701	98.08730117529628
ACTG1	57.110291646997005	98.0775123648322
CCDC65	57.10417901699701	98.06701493035732
BDNF	57.10417901699701	98.06701493035732
KCNJ6	57.10353716799701	98.06591266049635
HFE	56.97663281899701	97.84797535884272
BLM	56.97663281899701	97.84797535884272
LPL	56.972844938997014	97.84147029930227
GNAT2	56.972844938997014	97.84147029930227
BIN1	56.972844938997014	97.84147029930227
MRPS2	56.972844938997014	97.84147029930227
GLA	56.972159537997015	97.84029323606002
UBE2T	56.96819542899702	97.83348553226004
CEP55	56.95268014799702	97.80684059453976
CHD3	56.940271577997024	97.78553092088012
BANF1	56.92817827699702	97.76476266976191
SMC3	56.92817827699702	97.76476266976191
ADAMTS18	56.889351356997025	97.6980838345368
BAAT	56.889351356997025	97.6980838345368
TGFA	56.889351356997025	97.6980838345368
ATP7B	56.889351356997025	97.6980838345368
ACTB	56.889351356997025	97.6980838345368
SNAI2	56.88323872699703	97.6875864000619
MTHFS	56.87943373699703	97.6810519569167
POLR1D	56.878106486997034	97.67877262381349
ZNF687	56.87505701599704	97.67353566001793
TOP2A	56.87505701599704	97.67353566001793
WDR48	56.87505701599704	97.67353566001793
EXOC6B	56.87505701599704	97.67353566001793
MEGF8	56.87437161499704	97.67235859677568
AMER1	56.86562214399704	97.65733282251607
SFTPB	56.84047842399704	97.61415262787723
DYNC1H1	56.84047842399704	97.61415262787723
ABCD1	56.81214156299704	97.56548873989911
KCNJ2	56.811499713997044	97.56438647003813
TTC37	56.804433143997045	97.55225080085201
HABP2	56.79476115299705	97.53564075055216
EPOR	56.79476115299705	97.53564075055216
SRCAP	56.79476115299705	97.53564075055216
APCDD1	56.78464511199705	97.51826811757049
SMN2	56.78464511199705	97.51826811757049
PRG4	56.78464511199705	97.51826811757049
POMGNT2	56.78464511199705	97.51826811757049
BRIP1	56.783317861997055	97.51598878446725
SLC6A17	56.767802580997056	97.48934384674698
SCN11A	56.76711717999706	97.48816678350471
GALC	56.76647533099706	97.48706451364374
CFAP298	56.762511221997066	97.48025680984378
SIX5	56.762511221997066	97.48025680984378
B9D2	56.762511221997066	97.48025680984378
XYLT1	56.750827372997065	97.46019172504525
COG6	56.74393278199707	97.44835140144416
UPB1	56.74018422199707	97.44191386752256
TERC	56.73032451099707	97.42498143906477
TLR4	56.72963910999707	97.42380437582253
PLEKHG4	56.72567500099708	97.41699667202255
TNNI2	56.72567500099708	97.41699667202255
SZT2	56.72331093099708	97.41293677146926
GARS1	56.693380599997084	97.36153636141918
