gene	score	normalized_score
COA7	3.881456699999959	100.0
H19	3.881456699999959	100.0
MEF2A	3.881456699999959	100.0
BEAN1	3.8601800999999587	99.451839820859
WDR45B	3.8601800999999587	99.451839820859
ORC6	3.8601800999999587	99.451839820859
MED25	3.858651049999959	99.41244610560771
POMGNT1	3.856037399999959	99.34510927302112
EPG5	3.854952799999959	99.31716615568583
GJC2	3.853868199999959	99.28922303835053
TMEM216	3.849322749999959	99.17211623151688
IBA57	3.848238149999959	99.14417311418158
MTMR14	3.848238149999959	99.14417311418158
BPTF	3.847153549999959	99.11622999684629
BOLA3	3.844539899999959	99.04889316425968
MPV17	3.843455299999959	99.0209500469244
DNAAF4	3.842370699999959	98.99300692958909
FLNA	3.8328416499999594	98.74750502820243
COL3A1	3.8313125999999595	98.70811131295115
PRSS12	3.8297835499999597	98.66871759769987
UQCC3	3.82716989999996	98.60138076511328
SPRED1	3.82608529999996	98.57343764777798
COG5	3.82500069999996	98.54549453044267
AP1S2	3.82347164999996	98.50610081519139
TUBA8	3.82238704999996	98.47815769785609
TRAK1	3.82238704999996	98.47815769785609
AHDC1	3.8197733999999604	98.4108208652695
CLTC	3.8186887999999604	98.38287774793419
LPL	3.8160751499999606	98.31554091534761
CCDC114	3.7947985499999604	97.7673807362066
KNL1	3.7852694999999605	97.52187883481994
BRPF1	3.7837404499999607	97.48248511956866
IREB2	3.781126799999961	97.41514828698207
SIM1	3.781126799999961	97.41514828698207
PNPLA8	3.779597749999961	97.3757545717308
LAMB2	3.778513149999961	97.34781145439548
ELAC2	3.777428549999961	97.31986833706019
SLC6A8	3.776343949999961	97.29192521972489
KIF1A	3.7737302999999613	97.2245883871383
LONP1	3.7726456999999614	97.196645269803
TBL1XR1	3.7715610999999614	97.16870215246769
DOCK3	3.7700320499999616	97.12930843721641
RUBCN	3.7689474499999616	97.10136531988111
SGCB	3.7674183999999618	97.06197160462982
CUL4B	3.765889349999962	97.02257788937854
AIFM1	3.763275699999962	96.95524105679195
USP27X	3.7606620499999623	96.88790422420537
NEB	3.7591329999999625	96.84851050895408
TYMP	3.7580483999999625	96.82056739161878
COX15	3.7580483999999625	96.82056739161878
NEFH	3.7569637999999625	96.79262427428348
SPAST	3.7569637999999625	96.79262427428348
GRIN2B	3.7569637999999625	96.79262427428348
SMARCA2	3.7558791999999626	96.76468115694817
AIMP1	3.7558791999999626	96.76468115694817
SLC52A2	3.7532655499999628	96.6973443243616
ATP1A3	3.7521809499999628	96.66940120702628
HSD17B10	3.7510963499999628	96.64145808969099
CYP24A1	3.748482699999963	96.5741212571044
ATXN10	3.747398099999963	96.5461781397691
STXBP1	3.746313499999963	96.51823502243379
TRAPPC11	3.743699849999963	96.4508981898472
SLC34A3	3.742615249999963	96.4229550725119
DNM2	3.741530649999963	96.39501195517659
HTRA2	3.740446049999963	96.36706883784129
TBX1	3.7393614499999632	96.33912572050598
MYT1L	3.7298323999999634	96.09362381911933
FCGR2A	3.7283033499999636	96.05423010386804
SNORD115-1	3.7203033499999636	95.84812191773267
LDLRAP1	3.717689699999964	95.78078508514608
EIF2B5	3.6964130999999636	95.23262490600509
SFXN4	3.6953284999999636	95.20468178866977
PC	3.692714849999964	95.1373449560832
WASHC5	3.691630249999964	95.10940183874789
ARMC4	3.690545649999964	95.08145872141259
PMPCB	3.681016599999964	94.83595682002593
TRAPPC6B	3.679931999999964	94.80801370269062
DNAI1	3.678847399999964	94.78007058535532
SLC39A8	3.669318349999964	94.53456868396866
IRF2BPL	3.668233749999964	94.50662556663335
GPT2	3.667149149999964	94.47868244929805
PYCR1	3.6645354999999644	94.41134561671146
TAF1	3.6630064499999646	94.37195190146016
NDUFAF5	3.660392799999965	94.30461506887359
CCDC28B	3.659308199999965	94.27667195153828
METTL23	3.649779149999965	94.03117005015163
PEX2	3.647165499999965	93.96383321756504
ZNHIT3	3.646080899999965	93.93589010022974
TUBB4A	3.644996299999965	93.90794698289443
RTN2	3.6434672499999654	93.86855326764315
EEF1A2	3.6434672499999654	93.86855326764315
CRADD	3.6408535999999656	93.80121643505657
SLC7A7	3.638239949999966	93.73387960246998
SPR	3.6158787499999656	93.15777630599366
MME	3.614349699999966	93.11838259074239
PREPL	3.614349699999966	93.11838259074239
B4GALNT1	3.613265099999966	93.09043947340709
GORAB	3.613265099999966	93.09043947340709
DOCK6	3.611736049999966	93.05104575815581
PHKG2	3.610651449999966	93.0231026408205
DDHD1	3.586761199999966	92.40760562909291
GP1BA	3.586761199999966	92.40760562909291
NDUFA13	3.578761199999966	92.20149744295753
FARSB	3.577676599999966	92.17355432562223
DPF2	3.576591999999966	92.14561120828692
DNAI2	3.573978349999966	92.07827437570035
TMLHE	3.5644492999999664	91.83277247431369
TNF	3.5629202499999666	91.79337875906239
ATP5F1D	3.5549202499999666	91.58727057292701
FLI1	3.5533911999999668	91.54787685767573
ALMS1	3.5488457499999666	91.4307700508421
GRIK2	3.5408457499999666	91.22466186470672
