gene	score	normalized_score
PRKAR1A	9.962624763999994	100.0
ND6	9.879291463999994	99.16354071367694
ALX1	9.879291463999994	99.16354071367694
DGCR6	9.877229603999995	99.14284476206939
NDUFS7	9.877229603999995	99.14284476206939
CCDC22	9.877229603999995	99.14284476206939
HMGA2	9.875167743999995	99.12214881046182
CDK13	9.875167743999995	99.12214881046182
NR5A1	9.875167743999995	99.12214881046182
SDHC	9.875167743999995	99.12214881046182
NANS	9.865733783999994	99.0274552911988
UBR1	9.865163007999994	99.0217261182798
TACO1	9.865163007999994	99.0217261182798
PDGFB	9.865163007999994	99.0217261182798
ELP1	9.865163007999994	99.0217261182798
CD247	9.865163007999994	99.0217261182798
NDUFS4	9.865163007999994	99.0217261182798
TCF12	9.865163007999994	99.0217261182798
FAM20C	9.865163007999994	99.0217261182798
MACROH2A1	9.863101147999995	99.00103016667225
CFHR3	9.863101147999995	99.00103016667225
SLC10A7	9.863101147999995	99.00103016667225
SIX1	9.861039287999995	98.9803342150647
SEMA5A	9.787548827999995	98.2426725873222
CLCNKB	9.787548827999995	98.2426725873222
USP8	9.787548827999995	98.2426725873222
GAS1	9.787548827999995	98.2426725873222
SDHD	9.785486967999995	98.22197663571465
VHL	9.776053007999995	98.12728311645162
CTBP1	9.776053007999995	98.12728311645162
MKRN3-AS1	9.773991147999995	98.10658716484407
PDHA1	9.773991147999995	98.10658716484407
KDM5C	9.773991147999995	98.10658716484407
TBL1XR1	9.773991147999995	98.10658716484407
NKX2-6	9.773991147999995	98.10658716484407
UROD	9.773991147999995	98.10658716484407
UBA1	9.773991147999995	98.10658716484407
CEP152	9.773991147999995	98.10658716484407
MSH3	9.773991147999995	98.10658716484407
HESX1	9.773991147999995	98.10658716484407
CRX	9.771929287999995	98.08589121323652
FLG2	9.771929287999995	98.08589121323652
KMT2A	9.771929287999995	98.08589121323652
EFEMP2	9.769867427999996	98.06519526162897
ABCB4	9.769867427999996	98.06519526162897
TUB	9.769867427999996	98.06519526162897
BCORL1	9.769867427999996	98.06519526162897
BRD4	9.769867427999996	98.06519526162897
EPB42	9.769867427999996	98.06519526162897
MCOLN1	9.769867427999996	98.06519526162897
ALOX12B	9.769867427999996	98.06519526162897
IL1RAPL1	9.769867427999996	98.06519526162897
PCCB	9.769867427999996	98.06519526162897
TXNRD2	9.769867427999996	98.06519526162897
LARGE1	9.769867427999996	98.06519526162897
PDE6D	9.767805567999996	98.04449931002142
FOXE1	9.765743707999997	98.02380335841386
POLA1	9.763681847999997	98.00310740680631
MCCC2	9.763681847999997	98.00310740680631
ACTG2	9.763681847999997	98.00310740680631
KDF1	9.761619987999998	97.98241145519876
RMRP	9.761619987999998	97.98241145519876
RSPO4	9.761619987999998	97.98241145519876
RFXANK	9.761619987999998	97.98241145519876
SGCD	9.761619987999998	97.98241145519876
EED	9.761619987999998	97.98241145519876
ABCA5	9.761619987999998	97.98241145519876
UROC1	9.761619987999998	97.98241145519876
IQSEC2	9.761619987999998	97.98241145519876
GATA1	9.759558127999998	97.96171550359121
PRF1	9.757496267999999	97.94101955198364
FUCA1	9.757496267999999	97.94101955198364
SEMA3A	9.757496267999999	97.94101955198364
CASP10	9.755434408	97.9203236003761
PUS1	9.755434408	97.9203236003761
SMARCAL1	9.755434408	97.9203236003761
SETBP1	9.740728508	97.77271290190697
TAF1A	9.740728508	97.77271290190697
SMO	9.740728508	97.77271290190697
IRF6	9.740157732	97.76698372898797
TBC1D20	9.666667272	97.02932210124547
FGF17	9.666667272	97.02932210124547
CDSN	9.664605412	97.0086261496379
ZNF750	9.664605412	97.0086261496379
CHST3	9.664605412	97.0086261496379
DSG2	9.662543552	96.98793019803036
MAB21L2	9.662543552	96.98793019803036
ARHGAP29	9.662543552	96.98793019803036
ZNF408	9.662543552	96.98793019803036
AXIN2	9.662543552	96.98793019803036
SCARB2	9.662543552	96.98793019803036
KRT8	9.662543552	96.98793019803036
IGBP1	9.662543552	96.98793019803036
POLD1	9.660481692000001	96.9672342464228
XPNPEP2	9.660481692000001	96.9672342464228
NBN	9.660481692000001	96.9672342464228
NPAP1	9.658419832000002	96.94653829481526
SRD5A2	9.658419832000002	96.94653829481526
NDUFA2	9.658419832000002	96.94653829481526
GJB6	9.658419832000002	96.94653829481526
DST	9.648985872	96.85184477555224
COX2	9.648985872	96.85184477555224
BMPR1B	9.648985872	96.85184477555224
SDHB	9.648985872	96.85184477555224
FGD1	9.639551912	96.7571512562892
A2ML1	9.637490052	96.73645530468166
SOX4	9.637490052	96.73645530468166
OSMR	9.635428192000001	96.7157593530741
COG4	9.635428192000001	96.7157593530741
PPOX	9.635428192000001	96.7157593530741
WNT4	9.635428192000001	96.7157593530741
B9D1	9.627155152000002	96.63271858624834
ARHGEF18	9.625093292000003	96.6120226346408
RPS26	9.625093292000003	96.6120226346408
CHKB	9.623031432000003	96.59132668303324
PNKP	9.623031432000003	96.59132668303324
PSMC3IP	9.620969572000003	96.57063073142568
PRSS1	9.620969572000003	96.57063073142568
ARVCF	9.620969572000003	96.57063073142568
DLL3	9.618907712000004	96.54993477981813
SOS2	9.616845852000004	96.52923882821057
NSD2	9.616845852000004	96.52923882821057
IFT140	9.614783992000005	96.50854287660302
HLA-DQB1	9.614783992000005	96.50854287660302
NUS1	9.605350032000004	96.41384935734
COL2A1	9.605350032000004	96.41384935734
IGF1R	9.603288172000005	96.39315340573245
MFRP	9.603288172000005	96.39315340573245
THRA	9.603288172000005	96.39315340573245
ENG	9.603288172000005	96.39315340573245
DPF2	9.603288172000005	96.39315340573245
MIF	9.601226312000005	96.3724574541249
CYP11A1	9.601226312000005	96.3724574541249
TALDO1	9.601226312000005	96.3724574541249
FGF20	9.601226312000005	96.3724574541249
ORAI1	9.599164452000005	96.35176150251735
IFT52	9.599164452000005	96.35176150251735
APCDD1	9.599164452000005	96.35176150251735
TRNQ	9.599164452000005	96.35176150251735
FUT8	9.599164452000005	96.35176150251735
CCDC115	9.599164452000005	96.35176150251735
GATA4	9.599164452000005	96.35176150251735
ADAMTS2	9.599164452000005	96.35176150251735
BMPR2	9.599164452000005	96.35176150251735
PROP1	9.599164452000005	96.35176150251735
DKC1	9.599164452000005	96.35176150251735
LMX1B	9.584458552000006	96.20415080404821
FGF3	9.582396692000007	96.18345485244065
FZD2	9.582396692000007	96.18345485244065
BBS4	9.582396692000007	96.18345485244065
HYLS1	9.582396692000007	96.18345485244065
PIGT	9.580334832000007	96.1627589008331
ALS2	9.580334832000007	96.1627589008331
G6PC	9.580334832000007	96.1627589008331
IFT43	9.580334832000007	96.1627589008331
FEZF1	9.580334832000007	96.1627589008331
RGR	9.578272972000008	96.14206294922555
IDS	9.578272972000008	96.14206294922555
TFAM	9.578272972000008	96.14206294922555
TCTN1	9.578272972000008	96.14206294922555
ZSWIM6	9.578272972000008	96.14206294922555
CIB1	9.576211112000008	96.121366997618
GMPPB	9.576211112000008	96.121366997618
CPT2	9.574149252000009	96.10067104601045
DDB2	9.574149252000009	96.10067104601045
IL17RC	9.55944335200001	95.95306034754132
BCL11B	9.55944335200001	95.95306034754132
BHLHA9	9.55944335200001	95.95306034754132
DHFR	9.55944335200001	95.95306034754132
HLA-C	9.55944335200001	95.95306034754132
DDX11	9.55944335200001	95.95306034754132
SCO2	9.55944335200001	95.95306034754132
BCL10	9.55944335200001	95.95306034754132
COL9A3	9.55944335200001	95.95306034754132
RPGR	9.55738149200001	95.93236439593376
PDE6A	9.55738149200001	95.93236439593376
ATL1	9.55738149200001	95.93236439593376
GDF3	9.55738149200001	95.93236439593376
WDR60	9.55531963200001	95.91166844432621
PALB2	9.55531963200001	95.91166844432621
TBX2	9.553257772000011	95.89097249271865
LBR	9.544984732000012	95.80793172589289
ALG11	9.544984732000012	95.80793172589289
B3GAT3	9.544984732000012	95.80793172589289
MEIS2	9.542922872000013	95.78723577428534
TCHH	9.540861012000013	95.76653982267779
SLC25A24	9.540861012000013	95.76653982267779
CHAT	9.540861012000013	95.76653982267779
NSUN2	9.540861012000013	95.76653982267779
KRT2	9.540861012000013	95.76653982267779
ARSB	9.540861012000013	95.76653982267779
SETX	9.540861012000013	95.76653982267779
CHD1	9.540861012000013	95.76653982267779
BMP15	9.540861012000013	95.76653982267779
ITGA6	9.540861012000013	95.76653982267779
AGA	9.540861012000013	95.76653982267779
CYTB	9.540861012000013	95.76653982267779
B3GLCT	9.540861012000013	95.76653982267779
GPX4	9.538799152000013	95.74584387107024
RBPJ	9.538799152000013	95.74584387107024
IL31RA	9.538799152000013	95.74584387107024
NODAL	9.538799152000013	95.74584387107024
TERC	9.536737292000014	95.72514791946269
XRCC4	9.522031392000015	95.57753722099355
RNF213	9.522031392000015	95.57753722099355
HPGD	9.522031392000015	95.57753722099355
PLA2G7	9.522031392000015	95.57753722099355
KAT6A	9.522031392000015	95.57753722099355
AHI1	9.519969532000015	95.556841269386
CREBBP	9.517907672000016	95.53614531777845
THOC2	9.517907672000016	95.53614531777845
SZT2	9.517907672000016	95.53614531777845
AXL	9.517907672000016	95.53614531777845
CARMIL2	9.517907672000016	95.53614531777845
TNNT2	9.517907672000016	95.53614531777845
TOPORS	9.517907672000016	95.53614531777845
TOP3A	9.517907672000016	95.53614531777845
YARS2	9.517907672000016	95.53614531777845
MYOD1	9.517907672000016	95.53614531777845
KLHL41	9.515845812000016	95.51544936617088
KRT6A	9.513783952000017	95.49475341456333
VEGFC	9.513783952000017	95.49475341456333
EZH2	9.513783952000017	95.49475341456333
ERCC5	9.513783952000017	95.49475341456333
CNPY3	9.497016192000018	95.32644676448665
NDUFS1	9.496404197000018	95.32030385521828
MMACHC	9.496404197000018	95.32030385521828
SEC23B	9.496404197000018	95.32030385521828
IL10	9.486970237000017	95.22561033595527
CD19	9.486970237000017	95.22561033595527
ENPP1	9.486970237000017	95.22561033595527
HDAC6	9.486970237000017	95.22561033595527
RPS23	9.486970237000017	95.22561033595527
IGHM	9.484908377000018	95.20491438434772
RPS6KA3	9.484908377000018	95.20491438434772
AFF4	9.484908377000018	95.20491438434772
PRTN3	9.484908377000018	95.20491438434772
PCCA	9.484908377000018	95.20491438434772
FBN1	9.484908377000018	95.20491438434772
MASP1	9.484908377000018	95.20491438434772
DGUOK	9.482846517000018	95.18421843274017
SOX10	9.482846517000018	95.18421843274017
TNFRSF1B	9.480784657000019	95.16352248113262
SULT2B1	9.480784657000019	95.16352248113262
EXOC6B	9.480784657000019	95.16352248113262
TSHR	9.47872279700002	95.14282652952505
MYPN	9.47872279700002	95.14282652952505
AMER1	9.47872279700002	95.14282652952505
AR	9.47666093700002	95.1221305779175
DENND5A	9.47666093700002	95.1221305779175
HNRNPU	9.47666093700002	95.1221305779175
KDM1A	9.47666093700002	95.1221305779175
GABRA3	9.47666093700002	95.1221305779175
PDCD10	9.47666093700002	95.1221305779175
FCN3	9.47666093700002	95.1221305779175
GRIN2B	9.47666093700002	95.1221305779175
RPS29	9.47604894200002	95.11598766864914
GSC	9.47398708200002	95.09529171704159
IFT57	9.47398708200002	95.09529171704159
RAD21	9.467775902000021	95.03294690182338
LIPA	9.465714042000021	95.01225095021583
F5	9.465714042000021	95.01225095021583
OPA1	9.465714042000021	95.01225095021583
DIP2B	9.465714042000021	95.01225095021583
EPM2A	9.465714042000021	95.01225095021583
PROK2	9.465714042000021	95.01225095021583
SMARCB1	9.463652182000022	94.99155499860828
CPOX	9.461019546000022	94.96512987408174
MAN1B1	9.446313646000023	94.8175191756126
LAMA3	9.446313646000023	94.8175191756126
AGRN	9.446313646000023	94.8175191756126
F10	9.446313646000023	94.8175191756126
KCNQ1	9.446313646000023	94.8175191756126
VPS33A	9.446313646000023	94.8175191756126
MKKS	9.446313646000023	94.8175191756126
KITLG	9.444251786000024	94.79682322400504
BMP4	9.360918486000024	93.96036393768198
KRT6C	9.352645446000025	93.87732317085622
TUBB	9.352645446000025	93.87732317085622
POMK	9.350012810000026	93.85089804632966
NAGLU	9.350012810000026	93.85089804632966
SCN1B	9.350012810000026	93.85089804632966
NDUFAF2	9.350012810000026	93.85089804632966
ADAM10	9.350012810000026	93.85089804632966
RXYLT1	9.350012810000026	93.85089804632966
FOXN1	9.350012810000026	93.85089804632966
SLC4A1	9.350012810000026	93.85089804632966
CDC6	9.350012810000026	93.85089804632966
RHAG	9.350012810000026	93.85089804632966
RAB18	9.350012810000026	93.85089804632966
SLC39A13	9.350012810000026	93.85089804632966
DOCK7	9.350012810000026	93.85089804632966
ACTB	9.350012810000026	93.85089804632966
NFKB1	9.333245050000027	93.68259139625297
FOXD3	9.333245050000027	93.68259139625297
SLC40A1	9.333245050000027	93.68259139625297
HOXA11	9.333245050000027	93.68259139625297
APTX	9.333245050000027	93.68259139625297
TGM1	9.333245050000027	93.68259139625297
PROM1	9.333245050000027	93.68259139625297
ROM1	9.333245050000027	93.68259139625297
FLRT1	9.333245050000027	93.68259139625297
ACTL6B	9.333245050000027	93.68259139625297
TRPM4	9.333245050000027	93.68259139625297
SIK1	9.333245050000027	93.68259139625297
CLP1	9.330571195000028	93.65575253537706
CASP14	9.330571195000028	93.65575253537706
RFC2	9.330571195000028	93.65575253537706
ASAH1	9.330571195000028	93.65575253537706
ND4L	9.330571195000028	93.65575253537706
ATP11C	9.330571195000028	93.65575253537706
HSPA9	9.330571195000028	93.65575253537706
CYB5R3	9.330571195000028	93.65575253537706
MYLK	9.330571195000028	93.65575253537706
SMAD3	9.330571195000028	93.65575253537706
FRG1	9.328509335000028	93.63505658376951
HAVCR2	9.328509335000028	93.63505658376951
ACP5	9.328509335000028	93.63505658376951
ZAP70	9.313803435000029	93.48744588530037
HLA-DQA1	9.313803435000029	93.48744588530037
NOTCH2	9.313803435000029	93.48744588530037
PCGF2	9.31174157500003	93.46674993369282
TNFRSF11A	9.31174157500003	93.46674993369282
GJB3	9.31174157500003	93.46674993369282
SLC29A3	9.29703567500003	93.31913923522369
DGCR8	9.29703567500003	93.31913923522369
NSMF	9.29703567500003	93.31913923522369
DSC3	9.288762635000031	93.23609846839793
IL4R	9.288762635000031	93.23609846839793
TNXB	9.288762635000031	93.23609846839793
ERCC1	9.288762635000031	93.23609846839793
CDKN1C	9.288762635000031	93.23609846839793
USB1	9.288762635000031	93.23609846839793
VAX1	9.274056735000032	93.08848776992879
SLC30A2	9.271994875000033	93.06779181832124
POLG2	9.271424099000033	93.06206264540225
C1QA	9.271424099000033	93.06206264540225
KRT6B	9.271424099000033	93.06206264540225
PFKM	9.271424099000033	93.06206264540225
CHMP1A	9.271424099000033	93.06206264540225
COL4A5	9.271424099000033	93.06206264540225
NAGA	9.271424099000033	93.06206264540225
KRT25	9.271424099000033	93.06206264540225
PMM2	9.271424099000033	93.06206264540225
COG1	9.271424099000033	93.06206264540225
BBS2	9.269362239000033	93.0413666937947
DMRT3	9.269362239000033	93.0413666937947
CCM2	9.269362239000033	93.0413666937947
ECHS1	9.269362239000033	93.0413666937947
MAN2B1	9.269362239000033	93.0413666937947
BTD	9.269362239000033	93.0413666937947
EDN3	9.269362239000033	93.0413666937947
MYO5A	9.269362239000033	93.0413666937947
NELFA	9.269362239000033	93.0413666937947
DNAJC21	9.267300379000034	93.02067074218715
POLR3B	9.267300379000034	93.02067074218715
COLEC10	9.267300379000034	93.02067074218715
NPM1	9.265238519000034	92.9999747905796
AHCY	9.265238519000034	92.9999747905796
KISS1	9.265238519000034	92.9999747905796
BPTF	9.263176659000035	92.97927883897205
POMC	9.263176659000035	92.97927883897205
EIF2AK3	9.263176659000035	92.97927883897205
GTF2I	9.263176659000035	92.97927883897205
PIGQ	9.263176659000035	92.97927883897205
MSX1	9.261114799000035	92.9585828873645
ARID1B	9.187624339000035	92.22092125962197
G6PC3	9.185562479000035	92.20022530801442
PWRN1	9.183500619000036	92.17952935640687
PRPF6	9.183500619000036	92.17952935640687
MYD88	9.183500619000036	92.17952935640687
FMR1	9.183500619000036	92.17952935640687
FAM111B	9.183500619000036	92.17952935640687
RP9	9.183500619000036	92.17952935640687
CYLD	9.183500619000036	92.17952935640687
RBP4	9.183500619000036	92.17952935640687
SOS1	9.183500619000036	92.17952935640687
FOXP2	9.183500619000036	92.17952935640687
SERPINA1	9.183500619000036	92.17952935640687
ATIC	9.183500619000036	92.17952935640687
TTC7A	9.182929843000036	92.17380018348788
TAF1	9.182929843000036	92.17380018348788
SH2B3	9.182929843000036	92.17380018348788
SMAD4	9.182929843000036	92.17380018348788
CHD7	9.174656803000037	92.09075941666212
PANK2	9.166383763000038	92.00771864983636
COQ2	9.166383763000038	92.00771864983636
SMC3	9.166383763000038	92.00771864983636
ESCO2	9.164321903000038	91.9870226982288
COG6	9.162260043000039	91.96632674662125
YWHAE	9.162260043000039	91.96632674662125
TAT	9.162260043000039	91.96632674662125
FOXE3	9.161689267000039	91.96059757370226
RRAS	9.161689267000039	91.96059757370226
TGFB1	9.161689267000039	91.96059757370226
RBP3	9.161689267000039	91.96059757370226
SLC17A9	9.161689267000039	91.96059757370226
SCN1A	9.161689267000039	91.96059757370226
MDM2	9.161689267000039	91.96059757370226
CDK10	9.161689267000039	91.96059757370226
RHBDF2	9.161689267000039	91.96059757370226
CLMP	9.161689267000039	91.96059757370226
PLAA	9.161689267000039	91.96059757370226
TRIM32	9.161689267000039	91.96059757370226
BCOR	9.161689267000039	91.96059757370226
COX10	9.161689267000039	91.96059757370226
PHOX2B	9.161689267000039	91.96059757370226
TBX3	9.161689267000039	91.96059757370226
CD79A	9.161689267000039	91.96059757370226
ABCD3	9.161689267000039	91.96059757370226
STAT3	9.161689267000039	91.96059757370226
FAN1	9.15962740700004	91.93990162209471
SPRY4	9.15962740700004	91.93990162209471
NSD1	9.15756554700004	91.91920567048716
KCNA1	9.15756554700004	91.91920567048716
MVD	9.15550368700004	91.89850971887961
EXTL3	9.15550368700004	91.89850971887961
ERMARD	9.15550368700004	91.89850971887961
SAG	9.15550368700004	91.89850971887961
THRB	9.15550368700004	91.89850971887961
PHACTR1	9.15550368700004	91.89850971887961
FSHR	9.15489169200004	91.89236680961123
VAMP1	9.15489169200004	91.89236680961123
EYA1	9.15489169200004	91.89236680961123
TGFBR1	9.08140123200004	91.15470518186874
SERPINB8	9.07876859600004	91.1282800573422
NDN	9.07876859600004	91.1282800573422
POT1	9.07876859600004	91.1282800573422
TGIF1	9.07876859600004	91.1282800573422
DCPS	9.076706736000041	91.10758410573465
PSENEN	9.076706736000041	91.10758410573465
MSH2	9.076706736000041	91.10758410573465
CCNK	9.062000836000042	90.95997340726551
SP110	9.062000836000042	90.95997340726551
NR2E3	9.062000836000042	90.95997340726551
CD79B	9.062000836000042	90.95997340726551
CDH11	9.062000836000042	90.95997340726551
ADA	9.062000836000042	90.95997340726551
GRHL3	9.062000836000042	90.95997340726551
TNFSF11	9.053727796000043	90.87693264043975
COL4A1	9.053727796000043	90.87693264043975
TMEM126A	9.053727796000043	90.87693264043975
RARA	9.053727796000043	90.87693264043975
HCCS	9.053727796000043	90.87693264043975
SATB2	9.053727796000043	90.87693264043975
GNAI3	9.051665936000044	90.8562366888322
IPW	9.049604076000044	90.83554073722463
SPINT2	9.049604076000044	90.83554073722463
ACVR1	9.049604076000044	90.83554073722463
TBR1	9.049604076000044	90.83554073722463
KRAS	9.047542216000044	90.81484478561708
DLX4	8.962147056000045	89.95768954768646
MED25	8.962147056000045	89.95768954768646
ERCC8	8.960085196000046	89.9369935960789
PROKR2	8.960085196000046	89.9369935960789
TRNS2	8.958023336000046	89.91629764447136
PCDH19	8.958023336000046	89.91629764447136
TCAP	8.958023336000046	89.91629764447136
TMC6	8.958023336000046	89.91629764447136
MAK	8.958023336000046	89.91629764447136
PEX1	8.958023336000046	89.91629764447136
COL6A3	8.958023336000046	89.91629764447136
C1R	8.958023336000046	89.91629764447136
GREB1L	8.943317436000047	89.76868694600222
SLC35A1	8.941255576000048	89.74799099439467
DCLRE1C	8.941255576000048	89.74799099439467
GJB4	8.941255576000048	89.74799099439467
NEBL	8.926549676000048	89.60038029592555
CACNA1F	8.926549676000048	89.60038029592555
DHCR24	8.926549676000048	89.60038029592555
POLR3A	8.924487816000049	89.57968434431798
SERPINB7	8.924487816000049	89.57968434431798
USP9X	8.924487816000049	89.57968434431798
POU2AF1	8.92242595600005	89.55898839271043
COX7B	8.92242595600005	89.55898839271043
MAX	8.92242595600005	89.55898839271043
CTC1	8.92242595600005	89.55898839271043
GALNT3	8.90772005600005	89.4113776942413
IDH1	8.90714928000005	89.4056485213223
DYNC2LI1	8.90714928000005	89.4056485213223
DSG1	8.90714928000005	89.4056485213223
AK2	8.90714928000005	89.4056485213223
BCO1	8.90714928000005	89.4056485213223
FBXO11	8.90657850400005	89.39991934840332
FOXP3	8.90657850400005	89.39991934840332
TRMT10A	8.90657850400005	89.39991934840332
CIDEC	8.90657850400005	89.39991934840332
PPP3CA	8.90657850400005	89.39991934840332
SPINK5	8.90451664400005	89.37922339679577
LTBP3	8.90451664400005	89.37922339679577
HEXA	8.90451664400005	89.37922339679577
EBF3	8.90451664400005	89.37922339679577
FHL1	8.90451664400005	89.37922339679577
UROS	8.90451664400005	89.37922339679577
SPTLC2	8.90451664400005	89.37922339679577
ABCG8	8.90451664400005	89.37922339679577
CTDP1	8.90451664400005	89.37922339679577
MYH6	8.90451664400005	89.37922339679577
SNRPE	8.90451664400005	89.37922339679577
DUSP6	8.90451664400005	89.37922339679577
ITGB4	8.902454784000051	89.3585274451882
SMC1A	8.902454784000051	89.3585274451882
RPL27	8.900392924000052	89.33783149358065
