gene	score	normalized_score
EXT1	65.76662808699827	100.0
NSD1	65.75952993699826	99.9892070641198
FASLG	65.75594921699826	99.98376247907088
ADAMTS2	65.75530736799826	99.98278652968943
TAT	65.74743334799825	99.97081386174365
CTBP1	65.74578646899825	99.9683097360983
DNAJB13	65.70713306899825	99.9095361587927
PITPNM3	65.69913306899825	99.89737193472847
CD3D	65.69913306899825	99.89737193472847
NDUFAF6	65.69791799899825	99.89552438676174
SLC22A4	65.69412723899825	99.88976043001003
CYP27A1	65.69381840599824	99.8892908407837
CNTNAP2	65.69317655699824	99.88831489140227
TMEM237	65.65814462699824	99.8350478606619
C2CD3	65.65556893699824	99.8311314518769
ADAMTSL4	65.65387850599824	99.82856110419576
VPS11	65.65387850599824	99.82856110419576
FEZF1	65.59973496499823	99.74623433365132
BTNL2	65.59909311599823	99.74525838426989
ARL3	65.59909311599823	99.74525838426989
MYPN	65.59651742599823	99.74134197548487
SATB2	65.59651742599823	99.74134197548487
SUZ12	65.58332132599823	99.7212769358381
TYRP1	65.58263592499823	99.72023476442088
EIF2AK3	65.58138748499823	99.71833647643453
DDX3X	65.57905520499823	99.71479017937196
MERTK	65.57672292499822	99.71124388230938
BRF1	65.57672292499822	99.71124388230938
TGFBR1	65.57503249399822	99.70867353462823
SET	65.57434709299822	99.70763136321101
GATA3	65.57201481299822	99.70408506614842
EARS2	65.47201481299822	99.5520322653454
LOXL1	65.46947249299822	99.54816659658002
MRPS34	65.46947249299822	99.54816659658002
SLC25A1	65.46778206199822	99.54559624889887
ALK	65.46544978199822	99.5420499518363
NECAP1	65.46544978199822	99.5420499518363
CCNF	65.4527281219982	99.52270631149764
XPNPEP3	65.4527281219982	99.52270631149764
SERAC1	65.4520862729982	99.52173036211622
TRHR	65.4485389229982	99.51633651708691
GDAP1	65.4478535219982	99.51529434566967
NDUFV2	65.4478535219982	99.51529434566967
PLCB4	65.4430577319982	99.50800221265405
SLC45A1	65.4423723309982	99.50696004123682
DLG3	65.4029470609982	99.44701281397766
SGPL1	65.38016454099821	99.41237135422416
PRPF3	65.3765838209982	99.40692676917524
MKS1	65.3765838209982	99.40692676917524
DLST	65.3730031009982	99.40148218412634
SDHAF1	65.3730031009982	99.40148218412634
SYT14	65.09579356199819	98.97997731598362
PEX12	65.0951081609982	98.97893514456638
GH1	65.04791454099818	98.90717592355601
MICAL1	65.04791454099818	98.90717592355601
ADK	64.43680374099819	97.97796483614616
MGME1	64.42473761099818	97.95961794753262
ALX1	64.42373258099818	97.9580897712687
CEP290	64.42373258099818	97.9580897712687
HHAT	64.41984302799817	97.95217559699347
KCNH1	64.41758955799817	97.94874913274322
NDUFAF4	64.40655356799817	97.93196860085187
OGDH	64.40175777799817	97.92467646783624
UFD1	64.40050290099818	97.92276839221111
TACR3	64.38770711099818	97.90331203513124
FIBP	64.38706526199817	97.90233608574981
HACD1	64.38513142099818	97.89939562634625
GLUD2	64.38391635099818	97.89754807837951
ABCB4	64.38391635099818	97.89754807837951
FOS	64.37604233099817	97.88557541043372
RPS29	64.37482726099817	97.88372786246701
SLC38A8	64.37482726099817	97.88372786246701
ERGIC1	64.37482726099817	97.88372786246701
RETREG1	64.34256916099817	97.83467851793115
SLC2A2	64.34256916099817	97.83467851793115
RLIM	64.34066868999817	97.83178879854721
NANS	64.33897825899817	97.82921845086607
STIM1	64.31371599999817	97.79080647851043
TSHZ1	64.31371599999817	97.79080647851043
FZD2	64.31371599999817	97.79080647851043
LYRM4	64.26481815899817	97.71645594173772
RFT1	64.26360308899817	97.714608393771
PIKFYVE	64.26005573899816	97.70921454874171
KIAA1109	64.26005573899816	97.70921454874171
PIH1D3	64.25748004899816	97.70529813995671
NMNAT1	64.24948004899817	97.69313391589247
KRT6A	64.24815279899816	97.69111579509381
DCPS	64.24815279899816	97.69111579509381
COX15	64.21410670799817	97.63934776016437
STAT5B	64.20931091799817	97.63205562714873
SNRPB	64.20931091799817	97.63205562714873
CYP24A1	64.20830588799816	97.63052745088481
LEMD3	64.20709081799816	97.6286799029181
PCCA	64.19322813699817	97.60760130819122
A2ML1	64.19068581699817	97.60373563942584
KRT14	64.17677917699817	97.58259020380824
ALG11	64.17556410699817	97.58074265584152
ZBTB24	64.17076831699816	97.57345052282588
MAPK1	64.17008291599817	97.57240835140865
SFXN4	64.14538318599816	97.53485172015284
ACY1	64.14538318599816	97.53485172015284
RFC2	64.14405593599815	97.53283359935419
NUBPL	64.12709656599816	97.50704640227065
COA8	64.11313870499816	97.48582308368796
PLD1	64.11059638499816	97.48195741492258
NDST1	64.08678688499816	97.44575440331538
DYSF	64.05697699499817	97.40042763065408
HDAC4	64.05697699499817	97.40042763065408
GPR35	64.04815120499816	97.38700776976607
TRAIP	64.04815120499816	97.38700776976607
ATP8B1	63.999999273998164	97.31379141003983
FZD4	63.99091018399816	97.29997119412732
KLHL7	63.98303616399816	97.28799852618152
UQCC3	63.96853163399816	97.26594398207321
ISCA2	63.96784623299816	97.26490181065599
STX1B	63.96784623299816	97.26490181065599
TRIP4	63.79066846199816	96.99549804745008
COL9A2	63.75829954099816	96.94628019647985
ATP6V0A4	63.75829954099816	96.94628019647985
PRDM5	63.75708447099816	96.94443264851313
RPS23	63.75708447099816	96.94443264851313
VANGL2	63.75607944099816	96.94290447224923
MRPS16	63.741373540998154	96.92054373941592
DLL4	63.741373540998154	96.92054373941592
CTNNB1	63.730394161998156	96.90384928613565
CERKL	63.71232001199816	96.8763670348393
COG5	63.71232001199816	96.8763670348393
CDKN2C	63.70942469299816	96.87196462120762
TMEM231	63.70942469299816	96.87196462120762
ATP6AP1	63.372510972998164	96.35967787365793
AMACR	63.37186912399817	96.3587019242765
ARL2BP	63.36083789499817	96.341928631619
IL23R	63.36083789499817	96.341928631619
RIMS1	63.36019604599817	96.34095268223759
TAF15	63.36019604599817	96.34095268223759
DLX4	63.36019604599817	96.34095268223759
ZMYND11	63.36019604599817	96.34095268223759
SCN2A	63.359510644998174	96.33991051082035
RARS1	62.89318380299819	95.630847486663
CPT1A	62.88454893199819	95.61771792346178
COX2	62.88390708299819	95.61674197408036
PRKG1	62.87737719299819	95.606813093446
UBAP1	62.87737719299819	95.606813093446
CTH	62.87737719299819	95.606813093446
HLA-DQB1	62.87673534399819	95.60583714406458
SLC7A7	62.874878424998194	95.60301364671643
MICU1	62.87366335499819	95.60116609874972
COQ6	62.87197292399819	95.59859575106857
ASAH1	62.871331074998196	95.59761980168715
TSHB	62.8595296139982	95.57967534970098
ACVRL1	62.8595296139982	95.57967534970098
PRX	62.8588877649982	95.57869940031955
SLC25A24	62.8588877649982	95.57869940031955
ALOX12B	62.8185588549982	95.51737816313121
SEC24C	62.8173437849982	95.5155306151645
RPS28	62.8045479949982	95.49607425808462
CHCHD2	62.803862593998204	95.49503208666738
ADD3	62.803862593998204	95.49503208666738
ERCC6	62.80153031399821	95.49148578960482
TUBB4A	62.78789611499821	95.47075460815827
DAO	62.78624923599821	95.46825048251294
RIT1	62.78624923599821	95.46825048251294
SELENOI	62.77112752599822	95.44525749892864
CLIC2	62.76948064699822	95.4427533732833
TACO1	62.75853801699822	95.42611479788678
SEMA3A	62.75474725699823	95.42035084113508
PEX14	62.75410540799823	95.41937489175365
CLCN1	62.70691178799824	95.34761567074332
SMAD6	62.70691178799824	95.34761567074332
TOR1A	62.70691178799824	95.34761567074332
TPRKB	62.70691178799824	95.34761567074332
CPT1C	62.69670548799824	95.33209670573495
PDHA1	62.69670548799824	95.33209670573495
CLPP	62.69190969799824	95.32480457271933
ITGB4	62.69026281899824	95.322300447074
ERCC1	62.68117372899824	95.30848023116148
FBXL4	62.669317638998244	95.29045271425076
IGH	62.65624647899825	95.27057764937332
TCF12	62.65624647899825	95.27057764937332
FANCI	62.65431263799825	95.26763718996975
SPG21	62.627564266998256	95.22696554269507
KCNT2	62.62687886599826	95.22592337127784
EBF3	62.57083797499826	95.14071162691737
GTPBP3	62.54681880399826	95.10418980468219
MFF	62.54549155399827	95.10217168388354
LMNB1	62.54315927399827	95.09862538682098
CLCN7	62.54247387299827	95.09758321540374
EFEMP2	62.53459985299827	95.08561054745796
ACSF3	62.53359482299827	95.08408237119404
MYO7A	62.447355921998266	94.95295370684178
MUSK	62.44667052099827	94.95191153542454
CAMK2A	62.438796500998265	94.93993886747876
PARN	62.42631982099827	94.92096772609153
DPM2	62.42341431999827	94.91654983044367
TUBB6	62.34928891999828	94.80384008363723
COL1A2	62.34928891999828	94.80384008363723
TMPRSS15	62.34110606699828	94.79139782646513
NAA10	62.33989099699828	94.78955027849841
ZNF81	62.32618715699828	94.76871320596084
MYBPC3	62.305294925998275	94.7369459835751
MFN2	62.305294925998275	94.7369459835751
ASPM	62.305294925998275	94.7369459835751
HSPB1	62.298084595998276	94.72598247486296
TBX20	62.298084595998276	94.72598247486296
YY1	62.27427509599828	94.68977946325575
MYOT	62.27234125499828	94.68683900385219
ACADSB	62.27234125499828	94.68683900385219
SAMD12	62.270008974998284	94.68329270678963
TYR	62.24423732499829	94.64410619115147
H1-4	62.24298888499829	94.64220790316513
LDB3	62.241055043998294	94.63926744376155
ARHGAP31	62.241055043998294	94.63926744376155
COL10A1	62.228385233998296	94.62000264280015
HNRNPDL	62.228385233998296	94.62000264280015
CALM1	62.228385233998296	94.62000264280015
SPINK5	62.2277433849983	94.61902669341872
GRM6	62.2172010649983	94.6029968005891
KISS1R	62.2159526249983	94.60109851260276
RORB	62.215310775998304	94.60012256322133
SRY	62.1992965949983	94.57577255248516
RBBP8	62.186638394998305	94.55652540485391
RHO	62.14648646399831	94.4954732691919
TM4SF20	62.14523802399831	94.49357498120557
DENND5A	62.14455262299831	94.49253280978834
PIGA	62.117905743998314	94.45201548394225
